,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm,scoring,id,segmento,lead_category
512,API,Chat,No,No,0,0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.19834983038615717,589390,1,Cold
513,API,Google,No,No,1,2,1505,2.0,SMS Sent,Select,Working Professional,No,No,No,No,No,No,14.0,16.0,No,0.9832592735877845,629602,4,Hot
514,Landing Page Submission,Google,No,No,0,3,510,3.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.09340454839038739,633715,3,Cold
515,API,Google,No,No,1,4,659,4.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.4951218543432589,634094,0,Cold
516,Landing Page Submission,Google,No,No,0,3,759,3.0,OTROS,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No,0.23923411643791026,641875,3,Cold
517,Landing Page Submission,Google,No,No,1,3,1396,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No,0.8174593839458469,587378,0,Hot
518,API,Google,No,No,0,4,585,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.09273953166570724,649514,1,Cold
519,Landing Page Submission,Direct Traffic,No,No,1,3,1348,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.4339430421761819,594218,2,Cold
520,Landing Page Submission,Direct Traffic,No,No,1,1,42,1.0,Converted to Lead,Business Administration,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes,0.061933663000096305,645763,0,Cold
521,API,OTROS,No,No,0,3,303,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,13.0,No,0.1276022336271909,652695,5,Cold
522,Landing Page Submission,Direct Traffic,No,No,0,3,1760,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,12.0,18.0,Yes,0.6677289587342223,591013,3,Medium
523,Lead Add Form,Reference,No,No,1,0,0,0.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No,0.8569126966902172,651611,1,Hot
524,Landing Page Submission,Direct Traffic,No,No,0,2,155,2.0,Page Visited on Website,OTROS,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes,0.07547707898041836,592040,3,Cold
525,Lead Add Form,Reference,No,No,1,0,0,0.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.8487408170464824,621198,0,Hot
526,API,Chat,No,No,1,0,0,0.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.5674273939751721,615461,0,Cold
527,API,Organic Search,No,No,1,10,949,10.0,Email Opened,Travel and Tourism,Student,No,No,No,No,No,No,15.0,14.0,No,0.8034611150526546,581705,1,Hot
528,API,OTROS,No,No,0,1,815,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,16.0,13.0,No,0.2725168802835011,649586,5,Cold
529,API,Google,No,No,0,5,213,5.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.2964305671282672,628469,5,Cold
530,Landing Page Submission,Direct Traffic,No,No,1,4,195,4.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.21604056881302272,599320,0,Cold
531,Landing Page Submission,Google,No,No,1,27,573,1.93,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes,0.27890270983317594,583931,0,Cold
532,Landing Page Submission,Organic Search,No,No,0,7,319,7.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes,0.4873899740422664,592867,3,Cold
533,Landing Page Submission,Direct Traffic,No,No,0,4,295,4.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes,0.09968012393531532,581040,2,Cold
534,Landing Page Submission,Organic Search,No,No,0,3,828,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,10.0,20.0,Yes,0.040971678769783325,583135,2,Cold
535,API,Google,No,No,0,3,1628,1.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No,0.8943866073831129,640219,1,Hot
536,API,OTROS,No,No,1,5,1536,5.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,15.0,No,0.9839889024316865,657038,4,Hot
537,API,Organic Search,No,No,0,7,226,7.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.30726297923707957,602470,5,Cold
538,Lead Add Form,Reference,No,No,1,0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,16.0,No,0.9862309000336441,614067,4,Hot
539,Landing Page Submission,Organic Search,No,No,0,6,115,6.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.21613681287905778,613517,3,Cold
540,Landing Page Submission,Google,No,No,1,7,70,7.0,OTROS,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,20.0,No,0.4092323980795331,638526,0,Cold
541,Landing Page Submission,Google,No,No,0,6,329,6.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No,0.22333574202661918,635017,2,Cold
542,Landing Page Submission,Google,No,No,0,4,237,2.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.10227863227445992,625427,2,Cold
543,Landing Page Submission,Google,No,No,1,3,758,1.5,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.5329269759316037,602744,0,Cold
544,API,Organic Search,No,No,0,7,96,2.33,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.03984586328147696,660048,1,Cold
545,Lead Add Form,Reference,No,No,1,0,0,0.0,Email Link Clicked,Operations Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No,0.7984438764583041,654001,5,Hot
546,API,Google,No,No,1,2,1264,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.44328672965982324,636978,1,Cold
547,API,Chat,No,No,1,3,166,1.5,Email Opened,Operations Management,Working Professional,No,No,No,No,No,No,14.0,14.0,No,0.8346938608197763,642456,4,Hot
548,API,Organic Search,No,No,0,3,399,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.3680197493986856,614794,5,Cold
549,Landing Page Submission,Google,No,No,1,4,1245,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes,0.717054327366093,581561,2,Medium
550,API,Organic Search,No,No,0,3,306,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.11258995347533066,653104,1,Cold
551,Landing Page Submission,Direct Traffic,No,No,0,1,961,1.0,Converted to Lead,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.10521273522538992,621698,3,Cold
552,Landing Page Submission,Google,No,No,1,3,1353,3.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.7823604961639935,623497,0,Hot
553,Landing Page Submission,Direct Traffic,No,No,0,2,148,2.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes,0.1418197167188731,591382,2,Cold
554,Landing Page Submission,Google,No,No,0,3,50,3.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,13.0,17.0,No,0.05226084703947886,635475,2,Cold
555,API,Organic Search,No,No,0,6,100,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.1017863778177768,583627,1,Cold
556,API,Chat,No,No,1,0,0,0.0,Chat Conversation,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.11490300011698124,628726,5,Cold
557,Landing Page Submission,Google,No,No,0,4,1078,4.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.6355466668378332,602358,3,Medium
558,Landing Page Submission,Direct Traffic,No,No,0,43,57,3.91,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,11.0,17.0,No,0.02001211170086573,647818,2,Cold
559,Landing Page Submission,Organic Search,No,No,0,5,67,5.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.20055082341273217,599738,3,Cold
560,Landing Page Submission,Google,No,No,1,6,1522,3.0,SMS Sent,Supply Chain Management,Working Professional,No,No,No,No,No,No,14.0,19.0,No,0.992647109294595,592130,4,Hot
561,API,Google,No,No,1,4,1483,2.0,OTROS,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.8483026918616304,595576,5,Hot
562,Landing Page Submission,Google,No,No,0,4,1346,4.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.561665134885592,596750,2,Cold
563,Landing Page Submission,Direct Traffic,No,No,0,3,1359,3.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes,0.41277360579382405,638377,3,Cold
564,API,Google,No,No,1,2,594,1.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,13.0,No,0.8009991805228237,642222,0,Hot
565,Landing Page Submission,Direct Traffic,No,No,0,3,899,3.0,SMS Sent,OTROS,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes,0.5137465515711996,581821,3,Cold
566,Landing Page Submission,Google,No,No,0,6,24,6.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.22097210419197014,596440,3,Cold
567,Landing Page Submission,Direct Traffic,No,No,1,5,1098,5.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.6371939189734149,609761,0,Medium
568,Landing Page Submission,Google,No,No,1,5,3,2.5,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,15.0,18.0,No,0.925619672765558,638764,4,Hot
569,Landing Page Submission,Google,No,No,1,4,2,2.0,OTROS,Finance Management,Unemployed,No,No,No,No,No,No,13.0,17.0,No,0.05521074218121074,587105,0,Cold
570,API,Chat,No,No,1,2,1134,1.0,SMS Sent,Marketing Management,Student,No,No,No,No,No,No,15.0,16.0,No,0.9762847960394857,649862,0,Hot
571,Landing Page Submission,Direct Traffic,No,No,1,18,239,3.0,Email Opened,Operations Management,OTROS,No,No,No,No,No,No,14.0,16.0,Yes,0.3474795649019171,598402,2,Cold
572,API,Chat,No,No,1,0,0,0.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.2816518591104766,607345,1,Cold
573,Landing Page Submission,Direct Traffic,No,No,0,7,1591,7.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6543021863874376,596416,2,Medium
574,Landing Page Submission,Direct Traffic,No,No,1,3,541,3.0,Email Opened,Supply Chain Management,Working Professional,No,No,No,No,No,No,15.0,19.0,Yes,0.9094471196499212,586016,4,Hot
575,Landing Page Submission,Direct Traffic,No,No,0,1,36,1.0,Converted to Lead,International Business,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.01677113017269959,622584,3,Cold
576,API,Chat,No,No,1,1,798,1.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.865136698269843,603289,0,Hot
577,Landing Page Submission,Direct Traffic,No,No,1,7,950,1.75,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes,0.7087305812750673,603737,2,Medium
578,Landing Page Submission,Direct Traffic,No,No,0,3,172,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.08072797751054718,607046,2,Cold
579,Landing Page Submission,Direct Traffic,No,No,0,2,258,2.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.036205051439164436,601958,3,Cold
580,API,Google,No,No,0,2,117,2.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.0511499123703854,628577,5,Cold
581,Landing Page Submission,Direct Traffic,No,No,0,7,3,7.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.15387437529642503,607308,3,Cold
582,Landing Page Submission,Google,No,No,0,6,544,6.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No,0.5350203216820455,587876,3,Cold
583,API,Google,No,No,0,9,195,2.25,OTROS,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.21496748904147758,641585,5,Cold
584,Lead Add Form,Reference,No,No,1,0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No,0.44562987188443104,592289,1,Cold
585,API,Google,No,No,0,5,1037,5.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6490173958010362,597917,1,Medium
586,Landing Page Submission,Google,No,No,0,3,174,3.0,OTROS,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,17.0,No,0.06755524142976413,648066,3,Cold
587,Landing Page Submission,Google,No,No,0,4,1064,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No,0.5015765668894204,644905,2,Cold
588,Landing Page Submission,Google,No,No,0,3,76,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.0947573492716722,605255,2,Cold
589,Landing Page Submission,Organic Search,No,No,0,17,1439,3.4,Page Visited on Website,OTROS,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.4623308687092477,596816,3,Cold
590,Landing Page Submission,Direct Traffic,No,No,1,4,1099,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes,0.6668582243151613,624537,2,Medium
591,API,Chat,No,No,0,0,0,0.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,14.0,13.0,No,0.2087901303507267,656945,1,Cold
592,API,Chat,No,No,0,0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No,0.6185746134745918,579735,5,Cold
593,Landing Page Submission,Direct Traffic,No,No,0,2,1151,2.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.06358846710722899,598303,3,Cold
594,Landing Page Submission,Google,No,No,0,4,379,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.3656513477497174,633878,3,Cold
595,API,Organic Search,No,No,1,23,1295,3.29,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,16.0,11.0,No,0.8869369984454842,591718,1,Hot
596,Landing Page Submission,Direct Traffic,No,No,1,2,1532,2.0,Email Opened,Business Administration,Student,No,No,No,No,No,No,14.0,20.0,Yes,0.8216472705469215,660727,2,Hot
597,Lead Add Form,Reference,No,No,1,0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No,0.7084493908326241,642202,0,Medium
598,Landing Page Submission,Google,No,No,0,8,138,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.039514301799657904,624189,2,Cold
599,Landing Page Submission,Organic Search,No,No,1,14,438,7.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.1745725510832891,618041,2,Cold
600,Landing Page Submission,Google,No,No,0,7,247,3.5,OTROS,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No,0.1140385149563654,647903,3,Cold
601,Landing Page Submission,Direct Traffic,No,No,0,17,1103,4.25,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.6417428744696902,603166,3,Medium
602,OTROS,OTROS,No,No,0,0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No,0.05448495502097753,654184,1,Cold
603,API,Google,No,No,1,4,998,1.33,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6534675165519195,630367,0,Medium
604,Landing Page Submission,Google,No,No,1,7,1201,7.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.7465987235011008,617576,0,Medium
605,Lead Add Form,Reference,No,No,1,3,781,2.4,OTROS,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No,0.9646559025672582,656516,5,Hot
606,Landing Page Submission,Direct Traffic,No,No,0,3,190,1.5,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes,0.25454075651274805,636421,2,Cold
607,API,Chat,No,No,0,2,139,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.0662546573569253,645024,1,Cold
608,API,Chat,No,No,1,0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,16.0,No,0.9424453983833111,607274,4,Hot
609,API,Organic Search,No,No,1,12,1125,3.0,Page Visited on Website,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.5849491189130597,595589,5,Cold
610,Landing Page Submission,Direct Traffic,No,No,0,3,321,3.0,Email Opened,Human Resource Management,Student,No,No,No,No,No,No,13.0,20.0,Yes,0.16167806813266494,580028,2,Cold
611,Landing Page Submission,Google,No,No,1,4,1120,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No,0.7290254157654915,652506,2,Medium
612,Landing Page Submission,Direct Traffic,No,No,1,4,1063,4.0,Email Opened,Finance Management,Working Professional,No,No,No,No,No,No,14.0,16.0,Yes,0.8572844677130375,594854,4,Hot
613,Landing Page Submission,Google,No,No,0,7,57,2.33,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,13.0,18.0,No,0.07013382056328686,656776,2,Cold
614,Landing Page Submission,Google,No,No,1,5,1862,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No,0.948468223224565,591313,2,Hot
615,Landing Page Submission,Direct Traffic,No,No,1,2,702,2.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.5230018239057671,626337,0,Cold
616,Landing Page Submission,Organic Search,No,No,0,4,367,4.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,18.0,Yes,0.4252209327596673,587496,3,Cold
617,Landing Page Submission,Google,No,No,0,2,399,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No,0.19095473141436617,634607,2,Cold
618,API,Organic Search,No,No,0,6,125,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.04142739262530577,656036,1,Cold
619,Landing Page Submission,Direct Traffic,No,No,0,5,1515,2.5,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.37046460620076865,619515,3,Cold
620,Landing Page Submission,Direct Traffic,No,No,0,2,122,2.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,13.0,20.0,Yes,0.22684787918335408,583921,3,Cold
621,API,Google,No,No,0,3,502,1.5,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.06160386340908527,615958,5,Cold
622,API,Google,No,No,0,3,147,1.5,Page Visited on Website,Select,Student,No,No,No,No,No,No,14.0,16.0,No,0.08124173317344321,601630,5,Cold
623,API,Google,No,No,1,5,837,5.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No,0.8005981457025038,635486,1,Hot
624,API,Organic Search,No,No,0,2,183,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.2743464619383705,581655,5,Cold
625,Landing Page Submission,Direct Traffic,No,No,1,5,1487,5.0,SMS Sent,Finance Management,Student,No,No,No,No,No,No,15.0,18.0,Yes,0.9484751913723971,635552,0,Hot
626,Landing Page Submission,Direct Traffic,No,No,0,2,190,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.10282031717614273,598930,2,Cold
627,Landing Page Submission,Google,No,No,1,4,62,4.0,Email Link Clicked,OTROS,Unemployed,No,No,No,No,No,No,14.0,18.0,No,0.15985919546606706,644068,0,Cold
628,Landing Page Submission,Google,No,No,1,9,1316,4.5,Email Opened,Finance Management,Working Professional,No,No,No,No,No,No,14.0,18.0,No,0.9593850613073334,586638,4,Hot
629,API,Direct Traffic,No,No,0,2,25,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.16249026614337087,589932,5,Cold
630,Landing Page Submission,Organic Search,No,No,1,4,1058,2.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes,0.642500665653759,650012,2,Medium
631,Lead Add Form,OTROS,No,No,1,3,506,2.4,OTROS,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6962455076034574,605099,5,Medium
632,Landing Page Submission,Google,No,No,0,4,163,4.0,Chat Conversation,OTROS,Unemployed,No,No,No,No,No,No,14.0,18.0,No,0.06343530291439771,655192,3,Cold
633,Landing Page Submission,Direct Traffic,No,No,0,2,33,2.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,13.0,Yes,0.12864489673366808,584568,3,Cold
634,Landing Page Submission,Google,No,No,1,3,1039,1.5,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.6334909055012619,619366,0,Medium
635,Landing Page Submission,OTROS,No,No,0,7,106,3.5,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No,0.011968335409822959,659094,3,Cold
636,Landing Page Submission,Google,No,No,0,2,599,2.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,13.0,18.0,No,0.16574616614233814,591756,2,Cold
637,Landing Page Submission,Google,No,No,0,8,18,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes,0.056167539005218994,630746,2,Cold
638,Landing Page Submission,Google,No,No,1,4,1017,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No,0.7353359579889205,644130,0,Medium
639,Landing Page Submission,Google,No,No,0,4,257,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.13096779068838538,632870,2,Cold
640,API,Chat,No,No,0,0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,12.0,16.0,No,0.008495005485691546,580322,5,Cold
641,Landing Page Submission,Google,No,No,0,4,257,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No,0.15617422757208807,635328,2,Cold
